Close
567.9
574.4
568.95
570.4
562.95
555.85
556.65
561.8
565.5
573.0
613.0
605.0
643.95
696.6
680.0
668.3
692.2
680.0
688.0
673.0
671.2
661.6
659.9
616.5
639.0
466.2
560.0
531.6
506.0
502.7
480.75
497.7
501.0
505.5
503.45
499.1
491.0
488.0
493.25
490.5
496.0
516.95
515.15
510.25
505.75
502.75
501.3
500.5
504.0
511.65
530.45
515.0
514.35
512.5
509.6
505.85
492.75
485.75
487.9
481.3
473.0
468.2
469.35
463.0
464.2
461.1
451.0
447.95
462.75
470.35
477.7
488.9
493.2
518.4
509.0
515.5
518.6
508.2
500.75
496.45
500.15
512.35
510.7
512.0
517.6
529.7
531.1
519.8
529.1
523.2
520.0
522.25
523.05
518.5
524.0
534.7
539.5
537.85
550.55
558.7
556.1
563.6
557.9
553.7
557.7
553.5
552.0
546.55
535.0
564.7
572.0
555.2
559.1
561.45
560.45
549.05
545.0
541.05
559.0
562.3
561.1
570.0
571.6
582.3
573.0
565.3
542.0
530.4
547.0
569.1
561.7
552.5
551.55
553.85
566.0
561.0
553.65
556.65
559.5
555.0
548.3
547.55
527.0
530.2
529.05
528.5
519.8
533.0
539.85
546.6
546.45
531.0
508.2
523.95
537.6
534.15
533.05
554.4
541.8
543.4
528.05
538.55
552.5
569.1
561.0
570.0
580.4
582.45
573.75
563.5
551.15
569.35
560.85
549.6
537.3
539.5
545.0
537.3
531.5
524.3
527.8
531.1
539.0
543.6
545.1
540.8
536.5
545.5
541.8
535.55
530.85
519.8
502.0
507.3
510.75
500.0
500.7
498.2
494.3
497.1
491.2
492.9
508.0
509.0
505.0
493.0
622.75
620.0
612.0
612.2
593.9
593.55
610.6
632.05
620.0
610.8
624.55
627.6
619.75
617.5
613.05
622.05
616.0
613.25
613.5
616.1
619.0
644.0
642.1
639.5
638.6
634.55
620.6
615.8
625.4
620.55
616.0
598.45
602.95
590.35
591.7
577.45
573.55
596.0
603.6
596.5
614.7
588.0
593.0
608.85
628.35
624.35
